	0		3		6		9		15		18		21		24		30		36		42		51		60
	0		3		6		9		15		18		21		24		30		36		42		51		60
0	0.74444725	0	1.590926	0	1.7868056	0	1.2850409	0	1.6915061	0	1.8928031	0	1.7655061	0	1.6456646	0	1.5115642	0	1.2984318	0	1.2634739	0	1.8148463	0	1.5322967
0.030679616	0.72584006	0.030679616	1.5599144	0.030679616	1.7531154	0.030679616	1.2566588	0.030679616	1.6584248	0.030679616	1.8599437	0.030679616	1.733148	0.030679616	1.6133594	0.030679616	1.480489	0.030679616	1.2686831	0.030679616	1.2334647	0.030679616	1.7777281	0.030679616	1.5022758
0.061359232	0.6708969	0.061359232	1.4696517	0.061359232	1.6552051	0.061359232	1.1736161	0.061359232	1.5620746	0.061359232	1.7647894	0.061359232	1.6392027	0.061359232	1.5192995	0.061359232	1.3898687	0.061359232	1.1815485	0.061359232	1.1453937	0.061359232	1.6694725	0.061359232	1.4151564
0.092038847	0.58221409	0.092038847	1.3289057	0.092038847	1.5030652	0.092038847	1.0425524	0.092038847	1.411603	0.092038847	1.6181157	0.092038847	1.4935432	0.092038847	1.3725171	0.092038847	1.2479483	0.092038847	1.0436642	0.092038847	1.0053736	0.092038847	1.4998975	0.092038847	1.2802605
0.12271846	0.46399037	0.12271846	1.1541729	0.12271846	1.3154165	0.12271846	0.87606549	0.12271846	1.2242177	0.12271846	1.4398048	0.12271846	1.3145641	0.12271846	1.1900231	0.12271846	1.070343	0.12271846	0.86755678	0.12271846	0.82482764	0.12271846	1.2876366	0.12271846	1.115134
0.15339808	0.32184009	0.15339808	0.9738905	0.15339808	1.1240217	0.15339808	0.69716037	0.15339808	1.0296628	0.15339808	1.2622079	0.15339808	1.1330196	0.15339808	1.0012494	0.15339808	0.88466217	0.15339808	0.67624602	0.15339808	0.62481432	0.15339808	1.0657195	0.15339808	0.94971561
0.18407769	0.16254357	0.18407769	0.83525987	0.18407769	0.97959323	0.18407769	0.55121154	0.18407769	0.87787544	0.18407769	1.1328173	0.18407769	0.99665804	0.18407769	0.85548937	0.18407769	0.73964007	0.18407769	0.51742351	0.18407769	0.45228372	0.18407769	0.89254946	0.18407769	0.83152557
0.21475731	0.0064280644	0.21475731	0.79912068	0.21475731	0.94384537	0.21475731	0.51433501	0.21475731	0.83495408	0.21475731	1.1033873	0.21475731	0.96176227	0.21475731	0.81713485	0.21475731	0.70341748	0.21475731	0.47868421	0.21475731	0.40957297	0.21475731	0.84989088	0.21475731	0.81507839
0.24543693	0.17643693	0.24543693	0.89135474	0.24543693	1.0418212	0.24543693	0.62070194	0.24543693	0.9309953	0.24543693	1.1934061	0.24543693	1.0514077	0.24543693	0.91384189	0.24543693	0.80461276	0.24543693	0.5984383	0.24543693	0.54491474	0.24543693	0.97257629	0.24543693	0.91501664
0.27611654	0.33964327	0.27611654	1.071276	0.27611654	1.2333162	0.27611654	0.8078225	0.27611654	1.1226805	0.27611654	1.3709936	0.27611654	1.2303935	0.27611654	1.1022157	0.27611654	0.99354114	0.27611654	0.79913905	0.27611654	0.75965476	0.27611654	1.2018017	0.27611654	1.0892516
0.30679616	0.48782896	0.30679616	1.2811633	0.30679616	1.4587622	0.30679616	1.0119695	0.30679616	1.3473078	0.30679616	1.5844208	0.30679616	1.4437302	0.30679616	1.3213637	0.30679616	1.2079368	0.30679616	1.0119609	0.30679616	0.98137093	0.30679616	1.4631714	0.30679616	1.2851452
0.33747577	0.61352728	0.33747577	1.479866	0.33747577	1.673424	0.33747577	1.1981729	0.33747577	1.5604922	0.33747577	1.7906239	0.33747577	1.6484164	0.33747577	1.5283798	0.33747577	1.407396	0.33747577	1.2022893	0.33747577	1.1779383	0.33747577	1.7081686	0.33747577	1.4650531
0.36815539	0.71022895	0.36815539	1.6413136	0.36815539	1.8480798	0.36815539	1.3463571	0.36815539	1.7343323	0.36815539	1.9596531	0.36815539	1.8157866	0.36815539	1.6962416	0.36815539	1.5673508	0.36815539	1.3506304	0.36815539	1.3314774	0.36815539	1.9071298	0.36815539	1.6046824
0.398835	0.7726942	0.398835	1.7487238	0.398835	1.9637346	0.398835	1.4436656	0.398835	1.8509118	0.398835	2.0716202	0.398835	1.9271113	0.398835	1.807577	0.398835	1.6721115	0.398835	1.4445024	0.398835	1.4302841	0.398835	2.0408956	0.398835	1.688462
0.42951462	0.79721422	0.42951462	1.7916248	0.42951462	2.0086049	0.42951462	1.4818996	0.42951462	1.8990229	0.42951462	2.1142481	0.42951462	1.9707752	0.42951462	1.8515544	0.42951462	1.711883	0.42951462	1.4760287	0.42951462	1.4667733	0.42951462	2.0971673	0.42951462	1.7071821
0.46019424	0.78181081	0.46019424	1.7647018	0.46019424	1.9769698	0.46019424	1.4567494	0.46019424	1.8729219	0.46019424	2.0818088	0.46019424	1.9411071	0.46019424	1.8227186	0.46019424	1.6817333	0.46019424	1.4412871	0.46019424	1.4369768	0.46019424	2.0691618	0.46019424	1.657185
0.49087385	0.72636856	0.49087385	1.6674959	0.49087385	1.8690581	0.49087385	1.367635	0.49087385	1.772028	0.49087385	1.9750509	0.49087385	1.838167	0.49087385	1.7207422	0.49087385	1.5813822	0.49087385	1.3402159	0.49087385	1.3404513	0.49087385	1.9551564	0.49087385	1.5404408
0.52155347	0.63270693	0.52155347	1.5046365	0.52155347	1.6917999	0.52155347	1.2178327	0.52155347	1.6012244	0.52155347	1.8020534	0.52155347	1.6682941	0.52155347	1.5507965	0.52155347	1.4155029	0.52155347	1.1768045	0.52155347	1.1803004	0.52155347	1.7583989	0.52155347	1.3655159
