697.103516	-181.074259475676	1287.466797	702.108587331636		
695.90332	5.65296114484833	1286.394531	673.215772501864		
694.702148	65.7536529340025	1285.322266	631.792381001177		
693.501953	82.9636381116434	1284.25	584.055684082837		
692.300781	78.445158754319	1283.177734	524.798270390255		
691.099609	45.401822280241	1282.104492	468.36597963934		
689.897461	-0.485716133063397	1281.03125	416.525455056671		
688.695313	-17.6490687645186	1279.958008	363.225707145985		
687.493164	15.0782473565949	1278.884766	312.407975709501		
686.291016	44.5712754417029	1277.811523	273.941213415801		
685.088867	75.4856497076562	1276.737305	237.937020773454		
683.885742	96.3321337149846	1275.663086	206.864891429691		
682.682617	138.842739523879	1274.588867	131.953799760135		
681.478516	155.942872465723	1273.514648	71.1834751234674		
680.275391	113.288681501468	1272.439453	33.8544549563167		
679.071289	81.1781298152313	1271.365234	-24.4824655740015		
677.867188	57.8793220742064	1270.290039	-65.7176946840492		
676.662109	26.8150276032247	1269.213867	-53.5005732171422		
675.458008	-25.5102284955923	1268.138672	-34.059382809848		
674.25293	12.6429550005563	1267.063477	-39.3256524707415		
673.046875	48.1801799815236	1265.987305	-11.4184299878223		
671.841797	45.2334990060324	1264.911133	15.7761528692168		
670.635742	40.2276320234352	1263.834961	8.40530725270793		
669.429688	87.3991568607689	1262.757813	3.16180038915616		
668.223633	70.0744492474827	1261.681641	-4.19148932504242		
667.016602	42.4869052052749	1260.604492	-44.9927940872178		
665.80957	75.7252906913465	1259.527344	-73.1147048775855		
664.602539	78.9793251331925	1258.449219	-117.064533664418		
663.395508	29.9615065604146	1257.37207	-130.375238040857		
662.1875	-0.281342477771977	1256.293945	-139.807773573476		
660.979492	11.9441204319242	1255.21582	-117.537737080943		
659.771484	52.3168417531382	1254.137695	-101.617633661386		
658.563477	62.2721897692216	1253.05957	-84.9751784886015		
657.354492	131.268380153108	1251.980469	-109.14312807194		
656.145508	172.344167532179	1250.901367	-116.431195357605		
654.936523	189.204360609162	1249.822266	-98.4035901102346		
653.726563	119.783334371257	1248.743164	-93.7432470691593		
652.516602	109.053764933116	1247.663086	-93.6295725736137		
651.306641	92.7625239113084	1246.583984	-53.8031192713342		
650.09668	144.130965138451	1245.503906	-54.3861291627707		
648.885742	149.695673853395	1244.423828	-65.5221610500187		
647.674805	212.137123482173	1243.342773	-74.5442390068411		
646.463867	270.217330695835	1242.262695	-48.4399536406839		
645.25293	284.678259915963	1241.181641	-73.9442142811021		
644.041016	299.987301574251	1240.100586	-79.7717887547674		
642.829102	272.782319747831	1239.019531	-68.76756148998		
641.617188	255.471309789204	1237.9375	-29.0057262878526		
640.404297	263.925146434016	1236.855469	-42.9074225681352		
639.191406	268.664010250277	1235.773438	19.297811735762		
637.978516	220.803955632283	1234.691406	39.0919564422836		
636.765625	272.168505379186	1233.609375	45.3152654238863		
635.551758	312.954447980899	1232.526367	21.1510383004297		
634.338867	305.383121383167	1231.444336	23.7758905854279		
633.124023	324.316174671591	1230.361328	6.86275667678458		
631.910156	386.118282199905	1229.277344	17.0692112960154		
630.695313	422.347639150241	1228.194336	2.39605849014999		
629.480469	508.584449207731	1227.110352	4.86974790188497		
628.265625	528.645376800235	1226.026367	26.9489482989676		
627.050781	576.117299753284	1224.942383	28.3461617044173		
625.834961	586.805928449547	1223.858398	29.7534584232411		
624.619141	621.594735620824	1222.773438	36.4104384874721		
623.402344	560.112790938453	1221.688477	25.5603086901786		
622.186523	606.686096521625	1220.603516	29.3831706099039		
620.969727	619.138808999795	1219.518555	16.4154923416254		
